"fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality"
"6.80","0.19","0.71","17.50","0.042","21.00","114.00","0.99784","2.85","0.50","9.50","6"
"6.60","0.19","0.35","1.50","0.037","37.00","107.00","0.99006","3.18","0.68","12.00","7"
"5.60","0.28","0.28","4.20","0.044","52.00","158.00","0.992","3.35","0.44","10.70","7"
"7.20","0.16","0.29","1.00","0.031","40.00","123.00","0.98958","3.12","0.40","12.10","7"
"6.60","0.17","0.28","1.10","0.034","55.00","108.00","0.98939","3.00","0.52","11.90","7"
"6.60","0.19","0.28","11.80","0.042","54.00","137.00","0.99492","3.18","0.37","10.80","6"
"6.60","0.295","0.24","1.60","0.039","29.00","140.00","0.99304","3.35","0.61","10.40","7"
"6.70","0.35","0.48","8.80","0.056","35.00","167.00","0.99628","3.04","0.47","9.40","5"
"6.80","0.14","0.18","1.40","0.047","30.00","90.00","0.99164","3.27","0.54","11.20","6"
"7.00","0.16","0.25","14.30","0.044","27.00","149.00","0.998","2.91","0.46","9.20","6"
"7.70","0.32","0.61","11.80","0.041","66.00","188.00","0.99794","3.00","0.54","9.30","5"
"6.80","0.45","0.28","26.05","0.031","27.00","122.00","1.00295","3.06","0.42","10.60","6"
"6.30","0.20","0.26","4.70","0.04","108.00","168.00","0.99278","3.07","0.75","10.70","7"
"6.80","0.45","0.28","26.05","0.031","27.00","122.00","1.00295","3.06","0.42","10.60","6"
"7.70","0.32","0.61","11.80","0.041","66.00","188.00","0.99794","3.00","0.54","9.30","5"
"5.80","0.58","0.00","1.50","0.02","33.00","96.00","0.98918","3.29","0.38","12.40","6"
"8.70","0.30","0.34","4.80","0.018","23.00","127.00","0.99474","3.12","0.49","11.20","7"
"6.80","0.19","0.33","4.90","0.047","42.00","130.00","0.99283","3.12","0.56","11.00","6"
"6.00","0.25","0.40","5.70","0.052","56.00","152.00","0.99398","3.16","0.88","10.50","6"
"6.80","0.19","0.33","4.90","0.047","42.00","130.00","0.99283","3.12","0.56","11.00","6"
"6.90","0.19","0.60","4.00","0.037","6.00","122.00","0.99255","2.92","0.59","10.40","4"
"6.70","0.22","0.39","1.20","0.049","26.00","152.00","0.99346","3.50","0.47","10.00","6"
"5.00","0.29","0.54","5.70","0.035","54.00","155.00","0.98976","3.27","0.34","12.90","8"
"5.40","0.53","0.16","2.70","0.036","34.00","128.00","0.98856","3.20","0.53","13.20","8"
"6.20","0.21","0.18","11.60","0.044","61.00","155.00","0.99655","3.14","0.52","9.40","6"
"6.80","0.30","0.29","6.20","0.025","29.00","95.00","0.99071","3.03","0.32","12.90","7"
"6.60","0.34","0.20","1.00","0.053","26.00","112.00","0.99336","3.32","0.55","9.10","5"
"6.00","0.16","0.27","12.00","0.03","39.00","98.00","0.99402","3.15","0.34","10.80","5"
"7.40","0.22","0.26","8.80","0.027","23.00","112.00","0.9931","2.98","0.41","11.40","6"
"7.00","0.30","0.27","1.50","0.076","24.00","145.00","0.99344","3.10","0.52","10.10","5"
"6.60","0.26","0.22","18.15","0.05","23.00","139.00","0.99904","3.06","0.50","9.20","5"
"7.50","0.24","0.31","13.10","0.05","26.00","180.00","0.99884","3.05","0.53","9.10","6"
"6.70","0.34","0.43","1.60","0.041","29.00","114.00","0.99014","3.23","0.44","12.60","6"
"7.50","0.24","0.31","13.10","0.05","26.00","180.00","0.99884","3.05","0.53","9.10","6"
"6.60","0.28","0.23","10.40","0.049","45.00","190.00","0.99754","3.12","0.51","8.80","5"
"6.60","0.30","0.45","8.00","0.038","54.00","200.00","0.9956","3.18","0.48","9.50","5"
"7.50","0.28","0.41","1.30","0.044","11.00","126.00","0.99293","3.28","0.45","10.30","5"
"6.00","0.21","0.29","13.10","0.042","28.00","125.00","0.99936","3.39","0.45","8.60","5"
"6.10","0.22","0.46","1.80","0.16","34.00","74.00","0.9884","3.19","0.33","13.40","6"
"6.50","0.32","0.48","8.00","0.026","18.00","88.00","0.99144","3.22","0.79","12.70","4"
"5.60","0.26","0.18","1.40","0.034","18.00","135.00","0.99174","3.32","0.35","10.20","6"
"7.00","0.15","0.28","14.70","0.051","29.00","149.00","0.99792","2.96","0.39","9.00","7"
"7.00","0.15","0.28","14.70","0.051","29.00","149.00","0.99792","2.96","0.39","9.00","7"
"7.00","0.15","0.28","14.70","0.051","29.00","149.00","0.99792","2.96","0.39","9.00","7"
"7.40","0.27","0.28","1.80","0.04","45.00","121.00","0.99043","3.02","0.40","11.90","5"
"6.80","0.22","0.30","10.60","0.07","67.00","194.00","0.99654","2.89","0.42","9.00","6"
"7.00","0.15","0.28","14.70","0.051","29.00","149.00","0.99792","2.96","0.39","9.00","7"
"6.50","0.26","0.34","1.40","0.04","25.00","184.00","0.99216","3.29","0.46","10.70","5"
"6.50","0.26","0.34","1.40","0.04","25.00","184.00","0.99216","3.29","0.46","10.70","5"
"7.80","0.20","0.32","5.00","0.016","31.00","101.00","0.99186","2.99","0.39","11.00","6"
"6.50","0.33","0.28","6.10","0.018","41.00","103.00","0.99122","3.24","0.32","12.20","6"
"6.50","0.32","0.45","7.70","0.022","31.00","97.00","0.99134","3.20","0.70","12.70","7"
"6.70","0.42","0.39","12.10","0.04","61.00","248.00","0.99794","3.31","0.58","9.70","5"
"6.80","0.25","0.30","11.80","0.043","53.00","133.00","0.99524","3.03","0.58","10.40","6"
"6.60","0.13","0.29","13.90","0.056","33.00","95.00","0.99702","3.17","0.39","9.40","6"
"8.10","0.20","0.30","1.30","0.036","7.00","49.00","0.99242","2.99","0.73","10.30","5"
"8.10","0.20","0.30","1.30","0.036","7.00","49.00","0.99242","2.99","0.73","10.30","5"
"6.90","0.21","0.62","6.30","0.042","7.00","109.00","0.99358","2.96","0.59","10.20","6"
"6.30","0.40","0.24","5.10","0.036","43.00","131.00","0.99186","3.24","0.44","11.30","6"
"5.10","0.35","0.26","6.80","0.034","36.00","120.00","0.99188","3.38","0.40","11.50","6"
"5.10","0.35","0.26","6.80","0.034","36.00","120.00","0.99188","3.38","0.40","11.50","6"
"6.30","0.30","0.20","3.70","0.039","34.00","132.00","0.99158","3.00","0.38","10.70","5"
"7.00","0.33","0.28","5.70","0.033","39.00","204.00","0.99176","3.17","0.64","12.50","6"
"7.30","0.24","0.30","2.50","0.042","31.00","104.00","0.9911","3.05","0.56","11.30","7"
"6.70","0.46","0.21","4.00","0.034","12.00","88.00","0.99016","3.26","0.54","13.00","6"
"5.10","0.35","0.26","6.80","0.034","36.00","120.00","0.99188","3.38","0.40","11.50","6"
"6.30","0.40","0.24","5.10","0.036","43.00","131.00","0.99186","3.24","0.44","11.30","6"
"6.80","0.31","0.19","3.50","0.086","30.00","130.00","0.993","2.83","0.44","9.60","5"
"6.20","0.31","0.23","3.30","0.052","34.00","113.00","0.99429","3.16","0.48","8.40","5"
"8.00","0.27","0.33","1.20","0.05","41.00","103.00","0.99002","3.00","0.45","12.40","6"
"6.20","0.31","0.23","3.30","0.052","34.00","113.00","0.99429","3.16","0.48","8.40","5"
"7.10","0.39","0.79","1.40","0.194","23.00","90.00","0.99212","3.17","0.46","10.50","6"
"7.30","0.25","0.26","7.20","0.048","52.00","207.00","0.99587","3.12","0.37","9.20","5"
"6.50","0.27","0.19","6.60","0.045","98.00","175.00","0.99364","3.16","0.34","10.10","6"
"6.60","0.39","0.22","4.00","0.038","17.00","98.00","0.99018","3.25","0.53","13.00","7"
"6.00","0.31","0.38","4.80","0.04","41.00","101.00","0.98968","3.24","0.56","13.10","6"
"8.40","0.23","0.32","1.30","0.048","59.00","113.00","0.99178","3.10","0.55","11.00","6"
"7.30","0.36","0.54","13.30","0.054","63.00","193.00","0.99864","3.06","0.49","8.60","4"
"7.60","0.37","0.51","11.70","0.094","58.00","181.00","0.99776","2.91","0.51","9.00","5"
"7.40","0.22","0.27","1.60","0.057","45.00","98.00","0.99299","3.29","0.44","9.90","7"
"7.10","0.28","0.31","1.50","0.053","20.00","98.00","0.99069","3.15","0.50","11.40","5"
"6.50","0.35","0.31","10.20","0.069","58.00","170.00","0.99692","3.18","0.49","9.40","5"
"6.00","0.28","0.24","17.80","0.047","42.00","111.00","0.99896","3.10","0.45","8.90","6"
"7.10","0.20","0.37","1.50","0.049","28.00","129.00","0.99226","3.15","0.52","10.80","5"
"6.80","0.33","0.31","7.40","0.045","34.00","143.00","0.99226","3.06","0.55","12.20","6"
"6.00","0.28","0.24","17.80","0.047","42.00","111.00","0.99896","3.10","0.45","8.90","6"
"7.20","0.24","0.36","2.00","0.029","21.00","63.00","0.99076","3.13","0.63","12.50","6"
"7.00","0.34","0.10","3.50","0.044","17.00","63.00","0.9937","3.01","0.39","9.20","5"
"8.50","0.23","0.34","1.30","0.035","54.00","110.00","0.99176","3.07","0.55","11.00","7"
"6.50","0.33","0.30","3.80","0.036","34.00","88.00","0.99028","3.25","0.63","12.50","7"
"6.20","0.39","0.24","4.80","0.037","45.00","138.00","0.99174","3.23","0.43","11.20","7"
"7.20","0.23","0.82","1.30","0.149","70.00","109.00","0.99304","2.93","0.42","9.20","6"
"7.30","0.36","0.34","14.80","0.057","46.00","173.00","0.99751","3.14","0.57","10.20","5"
"6.70","0.31","0.30","2.40","0.038","30.00","83.00","0.98867","3.09","0.36","12.80","7"
"8.60","0.31","0.30","0.90","0.045","16.00","109.00","0.99249","2.95","0.39","10.10","5"
"6.50","0.22","0.31","3.90","0.046","17.00","106.00","0.99098","3.15","0.31","11.50","5"
"7.30","0.27","0.30","1.30","0.04","26.00","84.00","0.99222","3.28","0.53","10.70","6"
"8.20","0.18","0.38","1.10","0.04","41.00","92.00","0.99062","2.88","0.60","12.00","6"
"6.90","0.40","0.37","8.90","0.053","36.00","148.00","0.996","3.16","0.50","9.30","5"
"4.90","0.345","0.34","1.00","0.068","32.00","143.00","0.99138","3.24","0.40","10.10","5"
"6.10","0.27","0.32","6.20","0.048","47.00","161.00","0.99281","3.22","0.60","11.00","6"
"6.20","0.27","0.32","6.30","0.048","47.00","159.00","0.99282","3.21","0.60","11.00","6"
"4.90","0.345","0.34","1.00","0.068","32.00","143.00","0.99138","3.24","0.40","10.10","5"
"6.50","0.29","0.52","7.90","0.049","35.00","192.00","0.99551","3.16","0.51","9.50","6"
"6.70","0.18","0.31","10.60","0.035","42.00","143.00","0.99572","3.08","0.49","9.80","7"
"6.50","0.29","0.52","7.90","0.049","35.00","192.00","0.99551","3.16","0.51","9.50","6"
"5.60","0.23","0.25","8.00","0.043","31.00","101.00","0.99429","3.19","0.42","10.40","6"
"7.00","0.32","0.29","7.60","0.025","35.00","124.00","0.99162","3.15","0.65","12.80","7"
"6.80","0.11","0.27","8.60","0.044","45.00","104.00","0.99454","3.20","0.37","9.90","6"
"6.80","0.11","0.27","8.60","0.044","45.00","104.00","0.99454","3.20","0.37","9.90","6"
"7.30","0.23","0.41","14.60","0.048","73.00","223.00","0.99863","3.16","0.71","9.40","6"
"6.40","0.24","0.49","5.80","0.053","25.00","120.00","0.9942","3.01","0.98","10.50","6"
"6.10","0.25","0.48","15.80","0.052","25.00","94.00","0.99782","3.07","0.45","9.20","6"
"6.80","0.14","0.35","1.50","0.047","40.00","117.00","0.99111","3.07","0.72","11.10","6"
"6.50","0.38","0.26","5.20","0.042","33.00","112.00","0.99067","3.06","0.50","12.30","7"
"6.00","0.26","0.29","3.10","0.041","37.00","144.00","0.98944","3.22","0.39","12.80","7"
"6.50","0.46","0.24","11.50","0.051","56.00","171.00","0.99588","3.08","0.56","9.80","6"
"7.00","0.23","0.42","1.10","0.062","35.00","100.00","0.99318","3.04","0.40","9.20","5"
"6.20","0.32","0.45","2.90","0.029","37.00","94.00","0.98998","3.25","0.60","12.40","6"
"7.60","0.19","0.37","13.10","0.033","52.00","151.00","0.99726","3.18","0.79","10.40","6"
"5.90","0.25","0.27","1.50","0.029","37.00","81.00","0.9892","3.20","0.46","12.20","6"
"6.40","0.20","0.22","7.40","0.032","53.00","172.00","0.99404","3.24","0.58","11.00","6"
"7.30","0.33","0.22","1.40","0.041","40.00","177.00","0.99287","3.14","0.48","9.90","5"
"6.30","0.24","0.29","1.60","0.052","48.00","185.00","0.9934","3.21","0.50","9.40","5"
"6.20","0.24","0.22","7.90","0.053","45.00","149.00","0.99545","3.23","0.52","9.30","5"
"7.40","0.16","0.27","15.50","0.05","25.00","135.00","0.9984","2.90","0.43","8.70","7"
"6.80","0.16","0.36","1.30","0.034","32.00","98.00","0.99058","3.02","0.58","11.30","6"
"6.40","0.41","0.01","6.10","0.048","20.00","70.00","0.99362","3.19","0.42","10.00","5"
"6.10","0.17","0.21","1.90","0.09","44.00","130.00","0.99255","3.07","0.41","9.70","5"
"6.60","0.35","0.19","10.50","0.06","15.00","82.00","0.99588","3.13","0.38","9.90","4"
"6.60","0.41","0.27","10.70","0.11","20.00","103.00","0.99672","3.08","0.41","9.00","6"
"6.60","0.41","0.27","10.70","0.11","20.00","103.00","0.99672","3.08","0.41","9.00","6"
"6.40","0.50","0.20","2.40","0.059","19.00","112.00","0.99314","3.18","0.40","9.20","6"
"6.80","0.30","0.26","20.30","0.037","45.00","150.00","0.99727","3.04","0.38","12.30","6"
"6.00","0.20","0.25","2.00","0.041","30.00","95.00","0.99078","3.27","0.56","11.10","6"
"7.40","0.28","0.50","12.10","0.049","48.00","122.00","0.9973","3.01","0.44","9.00","5"
"6.60","0.23","0.32","1.50","0.041","8.00","72.00","0.98949","3.22","0.39","12.70","6"
"6.80","0.28","0.29","11.90","0.052","51.00","149.00","0.99544","3.02","0.58","10.40","6"
"6.80","0.28","0.29","11.90","0.052","51.00","149.00","0.99544","3.02","0.58","10.40","6"
"6.10","0.25","0.28","10.00","0.055","56.00","131.00","0.994","3.22","0.35","10.90","6"
"6.80","0.18","0.35","5.40","0.054","53.00","143.00","0.99287","3.10","0.54","11.00","7"
"6.10","0.30","0.47","1.40","0.049","50.00","187.00","0.9927","3.19","0.45","9.50","5"
"6.30","0.34","0.52","6.30","0.047","63.00","186.00","0.99481","3.18","0.44","9.60","5"
"7.40","0.16","0.30","13.70","0.056","33.00","168.00","0.99825","2.90","0.44","8.70","7"
"7.40","0.16","0.30","13.70","0.056","33.00","168.00","0.99825","2.90","0.44","8.70","7"
"7.40","0.16","0.30","13.70","0.056","33.00","168.00","0.99825","2.90","0.44","8.70","7"
"7.10","0.34","0.86","1.40","0.174","36.00","99.00","0.99288","2.92","0.50","9.30","5"
"6.90","0.35","0.39","2.40","0.048","25.00","157.00","0.99133","3.20","0.54","11.10","7"
"5.30","0.33","0.30","1.20","0.048","25.00","119.00","0.99045","3.32","0.62","11.30","6"
"6.40","0.21","0.21","5.10","0.097","21.00","105.00","0.9939","3.07","0.46","9.60","5"
"6.70","0.24","0.31","2.30","0.044","37.00","113.00","0.99013","3.29","0.46","12.90","6"
"5.90","0.32","0.20","14.40","0.05","29.00","144.00","0.99666","3.24","0.41","10.30","6"
"7.00","0.44","0.24","12.10","0.056","68.00","210.00","0.99718","3.05","0.50","9.50","5"
"7.00","0.44","0.24","12.10","0.056","68.00","210.00","0.99718","3.05","0.50","9.50","5"
"7.00","0.44","0.24","12.10","0.056","68.00","210.00","0.99718","3.05","0.50","9.50","5"
"6.30","0.28","0.34","8.10","0.038","44.00","129.00","0.99248","3.26","0.29","12.10","6"
"6.10","0.38","0.14","3.90","0.06","27.00","113.00","0.99344","3.07","0.34","9.20","4"
"6.20","0.345","0.27","10.10","0.056","38.00","187.00","0.99486","3.31","0.56","10.60","5"
"5.60","0.255","0.57","10.70","0.056","66.00","171.00","0.99464","3.25","0.61","10.40","7"
"5.20","0.20","0.27","3.20","0.047","16.00","93.00","0.99235","3.44","0.53","10.10","7"
"6.30","0.26","0.25","5.20","0.046","11.00","133.00","0.99202","2.97","0.68","11.00","6"
"6.00","0.22","0.23","5.00","0.045","10.00","122.00","0.99261","2.94","0.63","10.00","6"
"7.50","0.23","0.30","1.20","0.03","27.00","80.00","0.99192","3.05","0.68","10.50","5"
"6.40","0.27","0.29","3.90","0.034","62.00","140.00","0.99237","3.10","0.59","11.10","6"
"5.90","0.22","0.29","4.20","0.037","69.00","144.00","0.99214","3.13","0.74","10.80","7"
"6.80","0.26","0.26","2.00","0.019","23.50","72.00","0.99041","3.16","0.47","11.80","6"
"5.70","0.18","0.26","2.20","0.023","21.00","95.00","0.9893","3.07","0.54","12.30","6"
"7.00","0.24","0.24","1.80","0.047","29.00","91.00","0.99251","3.30","0.43","9.90","6"
"6.70","0.11","0.26","14.80","0.053","44.00","95.00","0.99676","3.20","0.35","9.80","6"
"6.00","0.33","0.26","5.10","0.051","16.00","119.00","0.99416","3.15","0.41","9.20","5"
"6.00","0.33","0.26","5.10","0.051","16.00","119.00","0.99416","3.15","0.41","9.20","5"
"6.00","0.31","0.27","2.30","0.042","19.00","120.00","0.98952","3.32","0.41","12.70","7"
"7.00","0.55","0.05","8.00","0.036","19.00","164.00","0.99269","3.26","0.46","12.20","6"
"5.80","0.20","0.16","1.40","0.042","44.00","99.00","0.98912","3.23","0.37","12.20","6"
"7.10","0.46","0.23","13.70","0.045","44.00","192.00","0.9981","3.11","0.53","9.40","5"
"5.70","0.22","0.20","16.00","0.044","41.00","113.00","0.99862","3.22","0.46","8.90","6"
"5.70","0.22","0.20","16.00","0.044","41.00","113.00","0.99862","3.22","0.46","8.90","6"
"5.20","0.31","0.20","2.40","0.027","27.00","117.00","0.98886","3.56","0.45","13.00","7"
"5.60","0.18","0.29","2.30","0.04","5.00","47.00","0.99126","3.07","0.45","10.10","4"
"7.60","0.28","0.17","1.60","0.046","28.00","117.00","0.99288","3.08","0.43","10.00","5"
"6.60","0.26","0.27","11.80","0.048","28.00","112.00","0.99606","2.87","0.49","9.70","6"
"6.90","0.22","0.32","5.80","0.041","20.00","119.00","0.99296","3.17","0.55","11.20","6"
"6.90","0.22","0.32","5.80","0.041","20.00","119.00","0.99296","3.17","0.55","11.20","6"
"7.00","0.20","0.35","8.80","0.037","31.00","103.00","0.99388","3.13","0.49","11.00","6"
"6.10","0.24","0.25","1.60","0.044","24.00","115.00","0.9921","3.39","0.59","10.90","6"
"5.90","0.25","0.24","7.40","0.044","21.00","113.00","0.99462","3.38","0.58","10.50","6"
"6.20","0.26","0.29","2.00","0.036","16.00","87.00","0.99081","3.33","0.61","11.80","6"
"6.60","0.34","0.25","4.80","0.038","16.00","121.00","0.99198","3.36","0.71","12.60","6"
"7.20","0.585","0.20","10.40","0.086","17.00","94.00","0.99681","3.13","0.40","9.40","5"
"8.40","0.27","0.30","2.20","0.037","36.00","129.00","0.99085","2.89","0.30","11.466667","6"
"5.90","0.20","0.28","1.00","0.043","45.00","100.00","0.99033","3.40","0.41","11.40","6"
"7.40","0.38","0.34","8.30","0.052","44.00","168.00","0.99627","3.11","0.52","9.20","5"
"6.40","0.24","0.26","8.20","0.054","47.00","182.00","0.99538","3.12","0.50","9.50","5"
"7.30","0.19","0.27","13.90","0.057","45.00","155.00","0.99807","2.94","0.41","8.80","8"
"7.10","0.23","0.30","2.60","0.034","62.00","148.00","0.99121","3.03","0.56","11.30","7"
"7.60","0.31","0.52","13.20","0.042","61.00","148.00","0.99839","2.98","0.47","9.10","6"
"7.30","0.28","0.35","1.60","0.054","31.00","148.00","0.99178","3.18","0.47","10.70","5"
"7.40","0.16","0.30","1.40","0.064","34.00","166.00","0.99136","3.11","0.42","11.433333","6"
"6.20","0.24","0.27","2.90","0.039","30.00","123.00","0.98959","3.12","0.37","12.80","6"
"7.10","0.31","0.25","11.20","0.048","32.00","136.00","0.99663","3.14","0.40","9.50","5"
"6.30","0.19","0.33","10.10","0.063","63.00","133.00","0.99561","2.86","0.41","9.10","5"
"7.10","0.31","0.25","11.20","0.048","32.00","136.00","0.99663","3.14","0.40","9.50","5"
"6.40","0.29","0.21","9.65","0.041","36.00","119.00","0.99334","2.99","0.34","10.933333","6"
"6.10","0.26","0.28","1.70","0.043","24.00","98.00","0.98918","3.14","0.44","12.50","6"
"6.40","0.35","0.21","2.10","0.051","46.00","171.00","0.9932","3.16","0.50","9.50","5"
"6.50","0.13","0.27","2.60","0.035","32.00","76.00","0.9914","3.21","0.76","11.333333","6"
"6.40","0.30","0.27","5.00","0.058","27.00","151.00","0.99198","3.22","0.49","12.20","6"
"6.40","0.26","0.21","8.20","0.05","51.00","182.00","0.99542","3.23","0.48","9.50","5"
"6.20","0.25","0.44","15.80","0.057","39.00","167.00","0.99804","3.14","0.51","9.20","5"
"6.30","0.20","0.26","12.70","0.046","60.00","143.00","0.99526","3.26","0.35","10.80","6"
"6.60","0.24","0.22","12.30","0.051","35.00","146.00","0.99676","3.10","0.67","9.40","5"
"7.40","0.27","0.26","11.80","0.053","55.00","173.00","0.99699","3.11","0.60","9.80","5"
"7.40","0.27","0.26","11.80","0.053","55.00","173.00","0.99699","3.11","0.60","9.80","5"
"5.90","0.29","0.16","7.90","0.044","48.00","197.00","0.99512","3.21","0.36","9.40","5"
"5.90","0.29","0.16","7.90","0.044","48.00","197.00","0.99512","3.21","0.36","9.40","5"
"5.70","0.29","0.16","7.90","0.044","48.00","197.00","0.99512","3.21","0.36","9.40","5"
"6.30","0.29","0.29","3.30","0.037","32.00","140.00","0.9895","3.17","0.36","12.80","7"
"6.30","0.305","0.22","16.00","0.061","26.00","141.00","0.99824","3.08","0.50","9.10","5"
"6.60","0.22","0.23","17.30","0.047","37.00","118.00","0.99906","3.08","0.46","8.80","6"
"6.20","0.22","0.28","2.20","0.04","24.00","125.00","0.9917","3.19","0.48","10.50","6"
"6.60","0.38","0.28","2.80","0.043","17.00","67.00","0.98924","3.21","0.47","13.20","6"
"6.70","0.24","0.26","5.40","0.03","15.00","94.00","0.99045","3.15","0.38","12.70","6"
"6.50","0.29","0.30","9.15","0.051","25.00","166.00","0.99339","3.24","0.56","11.333333","6"
"5.00","0.35","0.25","7.80","0.031","24.00","116.00","0.99241","3.39","0.40","11.30","6"
"6.20","0.32","0.24","4.10","0.051","34.00","149.00","0.99306","3.36","0.52","11.00","5"
"5.80","0.555","0.26","4.50","0.053","17.00","126.00","0.9943","3.24","0.46","9.10","5"
"6.40","0.15","0.25","7.80","0.05","13.00","68.00","0.99394","3.16","0.40","9.90","6"
"6.70","0.48","0.49","2.90","0.03","28.00","122.00","0.98926","3.13","0.40","13.00","6"
"5.80","0.30","0.33","3.50","0.033","25.00","116.00","0.99057","3.20","0.44","11.70","6"
"6.10","0.28","0.23","4.20","0.038","13.00","95.00","0.98898","2.97","0.70","13.10","6"
"6.00","0.19","0.37","9.70","0.032","17.00","50.00","0.9932","3.08","0.66","12.00","6"
"6.40","0.28","0.23","6.00","0.051","50.00","162.00","0.994","3.15","0.52","10.20","5"
"6.60","0.19","0.28","1.10","0.044","38.00","100.00","0.9904","3.22","0.69","11.20","6"
"5.10","0.305","0.13","1.75","0.036","17.00","73.00","0.99","3.40","0.51","12.333333","5"
"5.80","0.26","0.30","2.60","0.034","75.00","129.00","0.9902","3.20","0.38","11.50","4"
"6.10","0.27","0.32","1.10","0.034","24.00","110.00","0.9898","3.36","0.40","12.50","6"
"6.10","0.40","0.18","9.00","0.051","28.50","259.00","0.9964","3.19","0.50","8.80","5"
"9.00","0.20","0.33","3.50","0.049","10.00","40.00","0.9944","3.14","0.36","9.80","6"
"5.80","0.31","0.31","7.50","0.052","55.00","230.00","0.9949","3.19","0.46","9.80","5"
"9.00","0.20","0.33","3.50","0.049","10.00","40.00","0.9944","3.14","0.36","9.80","6"
"5.80","0.27","0.22","12.70","0.058","42.00","206.00","0.9946","3.32","0.38","12.30","6"
"7.30","0.28","0.54","12.90","0.049","62.00","162.50","0.9984","3.06","0.45","9.10","6"
"5.80","0.28","0.30","3.90","0.026","36.00","105.00","0.98963","3.26","0.58","12.75","6"
"6.00","0.23","0.34","1.30","0.025","23.00","111.00","0.98961","3.36","0.37","12.70","6"
"6.30","0.25","0.53","1.80","0.021","41.00","101.00","0.989315","3.19","0.31","13.00","6"
"6.90","0.28","0.37","9.10","0.037","16.00","76.00","0.9948","3.05","0.54","11.10","5"
"6.80","0.23","0.33","1.90","0.047","20.00","101.00","0.9914","3.10","0.46","11.10","6"
"5.70","0.28","0.30","3.90","0.026","36.00","105.00","0.98963","3.26","0.58","12.75","6"
"6.00","0.23","0.34","1.30","0.025","23.00","111.00","0.98961","3.36","0.37","12.70","6"
"6.80","0.45","0.30","11.80","0.094","23.00","97.00","0.997","3.09","0.44","9.60","5"
"6.10","0.37","0.46","12.00","0.042","61.00","210.00","0.997","3.17","0.59","9.70","6"
"6.90","0.22","0.32","9.30","0.04","22.00","110.00","0.9958","3.34","0.54","10.70","7"
"5.40","0.27","0.22","4.60","0.022","29.00","107.00","0.98889","3.33","0.54","13.80","6"
"6.00","0.26","0.26","2.20","0.035","10.00","72.00","0.989465","3.11","0.48","12.15","6"
"5.60","0.18","0.30","10.20","0.028","28.00","131.00","0.9954","3.49","0.42","10.80","7"
"5.80","0.28","0.66","9.10","0.039","26.00","159.00","0.9965","3.66","0.55","10.80","5"
"8.60","0.36","0.26","11.10","0.03","43.50","171.00","0.9948","3.03","0.49","12.00","5"
"5.60","0.22","0.32","1.20","0.024","29.00","97.00","0.98823","3.20","0.46","13.05","7"
"6.00","0.20","0.26","14.70","0.045","53.00","125.00","0.998365","2.99","0.69","9.40","6"
"5.70","0.20","0.24","13.80","0.047","44.00","112.00","0.99837","2.97","0.66","8.80","6"
"6.30","0.37","0.51","6.30","0.048","35.00","146.00","0.9943","3.10","1.01","10.50","6"
"6.40","0.30","0.33","5.20","0.05","30.00","137.00","0.99304","3.26","0.58","11.10","5"
"6.70","0.45","0.30","5.30","0.036","27.00","165.00","0.99122","3.12","0.46","12.20","6"
"6.50","0.36","0.31","13.55","0.053","20.00","113.00","0.99544","3.20","0.56","11.00","6"
"7.10","0.39","0.30","9.90","0.037","29.00","124.00","0.99414","3.07","0.42","10.90","6"
"6.50","0.36","0.31","13.55","0.053","20.00","113.00","0.99544","3.20","0.56","11.00","6"
"8.30","0.22","0.34","1.10","0.043","20.00","116.00","0.9927","3.00","0.47","10.20","6"
"6.80","0.38","0.29","9.90","0.037","40.00","146.00","0.99326","3.11","0.37","11.50","6"
"6.90","0.29","0.32","5.80","0.04","16.00","112.00","0.993","3.04","0.58","11.20","5"
"7.10","0.33","0.18","6.30","0.094","27.00","166.00","0.99474","2.90","0.49","9.50","5"
"5.20","0.50","0.18","2.00","0.036","23.00","129.00","0.98949","3.36","0.77","13.40","7"
"6.10","0.44","0.28","4.25","0.032","43.00","132.00","0.9916","3.26","0.47","11.30","7"
"6.50","0.50","0.22","4.10","0.036","35.00","131.00","0.9902","3.26","0.55","13.00","7"
"6.10","0.19","0.37","2.60","0.041","24.00","99.00","0.99153","3.18","0.50","10.90","6"
"5.60","0.24","0.34","2.00","0.041","14.00","73.00","0.98981","3.04","0.45","11.60","7"
"6.60","0.21","0.39","2.30","0.041","31.00","102.00","0.99221","3.22","0.58","10.90","7"
"6.20","0.28","0.41","5.00","0.043","50.00","188.00","0.99318","3.23","0.64","10.80","6"
"6.50","0.51","0.25","1.70","0.048","39.00","177.00","0.99212","3.28","0.57","10.566667","5"
"6.00","0.24","0.41","1.30","0.036","42.00","118.00","0.99018","3.04","0.64","11.733333","6"
"6.50","0.51","0.25","1.70","0.048","39.00","177.00","0.99212","3.28","0.57","10.60","5"
"6.90","0.54","0.26","12.70","0.049","59.00","195.00","0.99596","3.26","0.54","10.50","6"
"6.60","0.26","0.36","1.20","0.035","43.00","126.00","0.99094","3.01","0.63","11.40","6"
"5.80","0.26","0.29","1.00","0.042","35.00","101.00","0.99044","3.36","0.48","11.40","7"
"5.70","0.39","0.25","4.90","0.033","49.00","113.00","0.98966","3.26","0.58","13.10","7"
